footnote,discription,name
(1) از واژه کثیر در آیه فوق که کرامت و شرافت و برتری بنی آدم رای ذکر می کند فهمیده می شود که موجودات دیگری در جهان پهناور وجود دارد که انسان بر آنها برتری ندارد و آنها برتر از آدمیان اند و بدیهی است که آنها فرشتگان نیز نیستند زیرا آدم مسجود فرشتگان است و این مطلب یعنی وجود موجوداتی با فضیلت تر از انسان رای در کرات دیگر اثبات می کند آیه اینطور است (وَ لَقَدْ کَرَّمْنا بَنِی آدَمَ وَ حَمَلْناهُمْ فِی الْبَرِّ وَ الْبَحْرِ وَ رَزَقْناهُمْ مِنَ الطَّیِّباتِ- وَ فَضَّلْناهُمْ عَلی کَثِیرٍ مِمَّنْ خَلَقْنا تَفْضِیلًا- 70/ اسراء) خداوند کراممت به انسان داده او را بر دریا و خشکی مسلّط کرده، آدم مواد طبیعی عالم را بطور خام چون حیوانات نمی خورد بلکه آنها را با مخلوط کردن، تمیز کردن، پختن چاشنی زدن و بامزه کردن می خورد (طیّبات) و فقط انسان چنین تصرّفی در مواد زمین دارد امّا خدای تعالی با همه این کرامتها می فرماید (تو بر تمام موجودات عالم برتری نداری و هستند موجوداتی که فضیلتشان بیشتر است).,ابو البشر (پدر بشر)، گفته اند 1- چون جسم آدم از خاک سطح زمین است و- أدیم الأرض- یعنی رویه و سطح زمین، بنابر این نام او از أدیم گرفته شده است. 2- توجیه دیگر این است که گویند به خاطر گندمگون بودن پوستش آدم نامیده شده زیرا، رجل آدم- مثل- رجل أسمر- به معنی مرد گندم گون است. 3- و باز گفته اند: وجه تسمیه آدم به خاطر این است که از عناصر گوناگون و نیروهای مختلف آفریده شده چنانکه خدای تعالی فرموده است (مِنْ نُطْفَهٍ أَمْشاجٍ نَبْتَلِیهِ- 2/ دهر) یعنی از مواد مختلف زمین ترکیب شده. 4- و باز گفته اند: از اصطلاح- جعلت فلانا أدمه أهلی- یعنی او را با خانواده ام آمیزش دادم و آشنا کردم گرفته شده چون آدم آمیزش پذیر است. 5- نام آدم بخاطر این است که از روح پاک و عطرآگین خدائی بر او دمیده شده و آیه (وَ نَفَخْتُ فِیهِ مِنْ رُوحِی- 29/ حجر) دلیل بر همین معنی است و از این جهت عقلی و فهم و دقّت در امور که باعث برتری و کرامت او بر سایر موجودات است در سرشت آدم وجود دارد و خدای تعالی فرموده (وَ فَضَّلْناهُمْ عَلی کَثِیرٍ مِمَّنْ خَلَقْنا تَفْضِیلًا- 70/ اسراء) «1». و واژه إدام هم که به معنای بوی خوش غذاهاست بر معنای فوق دلالت دارد و در حدیث (لو نظرت الیها فإنّه أخری أن یؤدم بینکما)، یعنی شما رای الفت می دهد و پاک می گرداند، که معنی این حدیث نیز بهمان معنی پاک و شایسته بودن آدم دلالت دارد و از آن اخذ شده است.,آدم
(1) این آیه مربوط به سخنی است که مشرکین در مورد پیامبر (ص) می گفتند زیرا پیامبر بسیار شنوا بود و ما می دانیم که این حالت در مردمان عادی، صفتی پسندیده است چه رسد به پیامبر (ص) و لذا خدا می فرماید بگو برای شما شنوایی نیکو هستم. سعدی می گوید: دادند دو گوش و یک زبانت ز آغاز یعنی که دو بشنو و یکی بیش مگوی (2) آیه فوق در باره رباخواری است که می فرماید: (یا أَیُّهَا الَّذِینَ آمَنُوا اتَّقُوا اللَّهَ وَ ذَرُوا ما بَقِیَ مِنَ الرِّبا إِنْ کُنْتُمْ مُؤْمِنِینَ فَإِنْ لَمْ تَفْعَلُوا فَأْذَنُوا بِحَرْبٍ مِنَ اللَّهِ وَ رَسُولِهِ- 278/ بقره). یعنی: ای مؤمنین پارسائی پیشه کنید و خدای را پروا نمائید از این تاریخ از گرفتن ربح و ربائی که دیگران باید بدهند در گذرید اگر به راستی مؤمنید، ولی اگر این کار را نمی کنید بگوش دیگران برسانید و آگاهشان کنید که شما با خدا و رسولش در جنگید تا مردم بدانند که شما علم جنگ با خدا برافراشته اید. [...] (3) متأسّفانه کتابی که راغب اصفهانی رحمه اللّه وعده اش را داده با کتابی که در مقدّمه این کتاب آرزوی نوشتنش را داشته به عمل نپیوسته. مطلب فوق را امام علی (ع) بیان فرموده که (لا تکن ظالما و لا تکن مظلوما) باید دانست نیروئی را که خداوند در سرشت انسان قرار داده و تجلّی آنرا بشر در طول تاریخ خویش به روشنی دیده است این است که ستمگرانی و بزهکاران و کافرانی پس از برخورد با پیامبران و یا حکیمان و عارفان حالت ستمکاریشان به دفع ستم و اجرای عدالت تبدیل شده است (از حکما مانند برخورد خواجه نصیر طوسی با مغولان) ظلم و ستم امری فطری نیست، در حقیقت بکار بردن نیروهای نفسانی در مسیر انحرافی است، تنفر و انزجار تمام بشر از زشتی و ستم و تمایل آنها به عدالت و نیکی از همان فطرت پاک الهی سر چشمه می گیرد و اصل در خلقت و آفرینش، در بشر بر ایمان و انجام عدل و نیکی است (وَ ما خَلَقْتُ الْجِنَّ وَ الْإِنْسَ إِلَّا لِیَعْبُدُونِ- 56/ ذاریات) اگر ظلم و ستم، خواست و اراده خدا بود در آیات زیر نمی فرمود که (وَ مَا اللَّهُ یُرِیدُ ظُلْماً لِلْعِبادِ- 31/ غافر) و (وَ مَا اللَّهُ یُرِیدُ ظُلْماً لِلْعالَمِینَ- 108/ آل عمران) اگر خدای تعالی به مصداق این آیات برای بندگان و جهانیان اراده ظلم نمی کند و ظلم را از آنان نمی خواهد، پس ظلم ظالمان سرکشی از فرمان خدای خارج از خواست پروردگار لطیف و رحیم است امّا پس از وقوع ظلم و عدل و اظهار ایمان و کفر از سوی آزمایش دهندگان یعنی (همه انسانها) یقینا آن اعمال در پیشگاه عدل و علم خدای تا زمانی که با توبه و ایمان، آثار انحراف محو نشده باشد وجود دارد که (إِنَّ الْحَسَناتِ یُذْهِبْنَ السَّیِّئاتِ- 114/ هود) بنابر این اموری ثابت مبنی بر مشیّت و علم و اراده خدای در جهان وجود دارد و آن امور فطرت، و آفرینش، ناموس خلل ناپذیر الهی است که: (لا تَبْدِیلَ لِخَلْقِ اللَّهِ- 30/ روم) و (فَلَنْ تَجِدَ لِسُنَّتِ اللَّهِ تَبْدِیلًا- 43/ فاطر) امّا اموری هم غیر ثابت و در حال تغییر پیوسته از انسانها سر می زند که حقّش ثابت و باطلش با شرایطی که گفته شده محو می گردد. رگ رگ است این آب شیرین و آب شور بر خلایق می رود تا نفخ صور ,أذن- گوش و عضوی که در بدن انسان است و بخاطر شباهتش با حلقه ها و دسته های مدوّر دیگ باین نام تشبیه شده است که در دو طرف سر انسان قرار دارد و به طور استعاره در باره کسی که زیاد شنواست بکار می رود مانند آیه (وَ یَقُولُونَ هُوَ أُذُنٌ قُلْ أُذُنُ خَیْرٍ لَکُمْ «1»- 61/ توبه) یعنی بسیار شنیدن پیامبر برای این است که به خیر و صلاح شما است. (وَ فِی آذانِهِمْ وَقْراً- 25/ انعام) که به نادانی مخالفین اشاره می کند نه اینکه نمی شنوند و یا ناشنوا هستند، و- (اذن)- یعنی گوش فرا داد و منقاد و مطیع شد، مثل آیه (وَ أَذِنَتْ لِرَبِّها وَ حُقَّتْ- 2/ انشقاق) یعنی پروردگارش را به شایستگی و حقیقت فرمان بر دو قدرتش را پذیرا شد، کلمه- إذن- به صورت فعل در این آیه (فَأْذَنُوا «2» بِحَرْبٍ مِنَ اللَّهِ وَ رَسُولِهِ- 278/ بقره) به معنی آگاه کردن و یا آگاهی را بگوش دیگران رسانیدن بکار رفته است. (إذن) و- أذان- چیزی است که شنیده شده و لذا به علم و آگاهی هم تعبیر شده است. زیرا غالبا علوم از راه گوش و شنیدن است و مبدء آنها است. در آیات (ائْذَنْ لِی وَ لا تَفْتِنِّی- 49/ توبه) و (وَ إِذْ تَأَذَّنَ رَبُّکَ- 167/ اعراف) و عبارات- اذنته- و آذنته بکذا- به معنی اجازه دادن و آگاه کردن است و (مؤذّن)- کسی است که با ندا سر دادن چیزی را به دیگران اعلام می دارد. معنی فوق را در آیات (ثُمَّ أَذَّنَ مُؤَذِّنٌ أَیَّتُهَا الْعِیرُ- 70/ یوسف) و آیه (فَأَذَّنَ مُؤَذِّنٌ بَیْنَهُمْ- 44/ اعراف) و آیه (وَ أَذِّنْ فِی النَّاسِ بِالْحَجِّ- 27/ حجّ) مشاهده می کنیم. آذین: جائی است که بانگ ندا و اذان از آنجا می آید، و- (الإذن) فی الشّی ء- اجازه خواستن یا اعلام اجازه در آن چیز، مانند آیه (وَ ما أَرْسَلْنا مِنْ/ رَسُولٍ إِلَّا لِیُطاعَ بِإِذْنِ اللَّهِ- 64/ نساء) پیامبری را نفرستادیم مگر اینکه به اراده و امر خدای مطیع شود. و آیه (وَ ما أَصابَکُمْ یَوْمَ الْتَقَی الْجَمْعانِ فَبِإِذْنِ اللَّهِ- 166/ عمران) و (وَ ما هُمْ بِضارِّینَ بِهِ مِنْ أَحَدٍ إِلَّا بِإِذْنِ اللَّهِ- 102/ بقره) و (وَ لَیْسَ بِضارِّهِمْ شَیْئاً إِلَّا بِإِذْنِ اللَّهِ- 10/ مجادله). که گفته شده واژه إذن در سه آیه فوق به معنی علم خداست، امّا میان علم و اجازه و إذن فرق است و واژه إذن أخصّ است و در جائی بکار می رود که مشیّت و خواست در آن باشد چه آن کار مورد رضایت باشد یا نباشد، پس در آیه (وَ ما کانَ لِنَفْسٍ أَنْ تُؤْمِنَ إِلَّا بِإِذْنِ اللَّهِ- 100/ یونس) معلوم است، که مشیّت و خواست و امر خدا در آن است امّا در آیه (وَ ما هُمْ بِضارِّینَ بِهِ مِنْ أَحَدٍ إِلَّا بِإِذْنِ اللَّهِ- 102/ بقره) که از جهتی مشیّت خدا در آن است و آن چیزیکه خلافی در آن نیست این است که خداوند در وجود انسان نیروئی ایجاد کرده است که امکان احساس درد و ستم را از کسیکه باو ظلم می کند و زیان می رساند دارد، و خدای انسان را مانند سنگی که درد را احساس نمی کند نیافریده و قرار نداده است، و نیز همچنین در این مطلب خلافی نیست که ایجاد آن امکان معنی احساس درد ظلم و ستم هم در سرشت انسان از فعل خداست. از این روی صحیح است که گفته شود چون خداوند انسان را طوری آفریده که توانائی احساس ظلم و دفع آن در سرشتش هست و می تواند آنرا درک نموده و از خود دور کند، پس صحیح است که گفته شود علم خداوند به ظلم و زیانی که از ناحیه ستمگران در طول تاریخ به انسانها می رسد علّت و انگیزه ایجاد احساس دفع ستم در آنها بوده است. و انسانها را با سرشتی و فطرتی آفریده تا بتوانند درد را احساس و ستم را دفع کنند، برای بسط و گسترش تحقیق در این سخن کتاب دیگری غیر از این کتاب لازم است. «3» (استئذان:) طلب إذن (إِنَّما یَسْتَأْذِنُکَ الَّذِینَ لا یُؤْمِنُونَ بِاللَّهِ- 45/ توبه) و آیه (فَإِذَا اسْتَأْذَنُوکَ- 62/ نوح) (این دو آیه در باره کسانی است که از پیامبر برای نرفتن به جنگ اجازه می خواستند که شرکت نکنند). (إذن،) حرف جواب و جزاء در سخن است به این معنی که بکار بردن این کلمه اگر در صدر جمله و آغاز کلام باشد و پس از آن فعل مضارع بیاید آنرا منصوب می کند، مثل- إذن أخرج-. إذن همواره در حالت اقتضای پاسخ دادن چه صریح باشد و چه در تقدیر بکار می رود، عبارتی که با (إذن) آغاز می شود متضمّن مطالبی است که در جواب و جزای عبارت مربوط بآن پاسخ است و اگر کلماتی قبل از إذن بیان شود و فعل مضارع بعدش بیاید هم نصب و هم رفعش جایز است، مانند این عبارت- أنا إذن أخرج- یا- اخرج- که نصب و رفع هر دو درست است زیرا- إذن- اوّل جمله نیست، و اگر (إذن) بعد از فعل بیاید یا فعلی با او همراه نباشد عمل نمی کند مانند- أنا أخرج إذن- و در این آیه هم (إِنَّکُمْ إِذاً مِثْلُهُمْ- 140/ نساء) و اذا در این آیه عمل نکرده است و (مثلهم) مرفوع است.,اذن
n/a,اذیّت و آزاری است که به هر ذی روحی را نظر جسمی یا روحی با عواقبش می رسد چه دنیائی و چه اخروی، خدای فرماید (لا تُبْطِلُوا صَدَقاتِکُمْ بِالْمَنِّ وَ الْأَذی 264/ بقره) و همینطور آیه (فَآذُوهُما- 16/ نساء) که اشاره باذیّت و زدن است مثل آیه (وَ مِنْهُمُ الَّذِینَ یُؤْذُونَ النَّبِیَّ وَ یَقُولُونَ هُوَ أُذُنٌ- 61/ توبه) و آیه (لا تَکُونُوا کَالَّذِینَ آذَوْا مُوسی وَ أُوذُوا حَتَّی أَتاهُمْ نَصْرُنا- 69/ احزاب) و (لِمَ تُؤْذُونَنِی- 5/ صف) و (یَسْئَلُونَکَ عَنِ الْمَحِیضِ قُلْ هُوَ أَذیً- 222/ بقره). (وَ الَّذِینَ یُؤْذُونَ رَسُولَ اللَّهِ لَهُمْ عَذابٌ أَلِیمٌ- 61/ توبه). که عوارض محیض را از نظر شرعی و باعتبار شرع (أذی) یعنی رنج و زحمت نامیده است و همینطور باعتبار پزشکی، چنانکه پزشکان این رشته ذکر کرده اند محیض نوعی درد و رنج است. و گفته شده- آذیته، أوذیه، إیذاء، و أذیّه و أذی، اسم فاعلش الآذی است- یعنی موجی سخت و اذیّت کننده برای دریانوردان در موقع کشتی رانی.,أذی
n/a,که برای زمان آینده بکار می رود متضمّن معنی شرط نیز هست، و مانند حروف جازمه عمل می کند و بیشتر در شعر، امّا إذ تعبیر بزمان گذشته شود و حتما با (ما) بکار می رود و بدون حرف (ما) برای زمان گذشته جایز نیست مانند: إذ ما أتیت علی الرّسول فقل له و بیشتر در حالت شعری است.,إذا
n/a,نیاز شدیدی که با درک آنها اقتضای چاره جوئی برای دفعش بوجود می آید، پس هر أربی نیازی است امّا هر نیاز و حاجتی (أرب) نیست. بعدا این واژه گاهی در معنی نیاز تنها و گاهی نیاز و دفع نیاز بکار رفته، چنانکه می گویند- ذو أرب و أریب- یعنی کسیکه چاره جوئی می کند. أرب إلی کذا أربا و أربه و إربه و مأربه- (چهار مصدر دارد)، خداوند در قرآن فرماید (وَ لِیَ فِیها مَآرِبُ أُخْری 18/ طه) و جمله- و لا أرب لی فی کذا- یعنی نیاز شدیدی بآن ندارم و آیه (أُولِی الْإِرْبَهِ مِنَ الرِّجالِ- 31/ نور) کنایه از احتیاج به نکاح و همسری است، و نشانه نیاز شدیدی است که چاره جوئی آنرا اقتضاء دارد. اعضائی هم که شدیدا به آنها نیاز هست (آراب) گویند که مفردش (أرب) است اعضای بدن دو گونه است: 1- اعضائی که مورد نیاز حیوان یا (هر ذی روحی است) مانند: دست پا، چشم، و ... 2- نوع دیگر اعضائی که برای زیبائی است مانند ابرو، ریش، و ... اعضای مورد نیاز و حاجت هم دو دسته است، قسمتی که حاجت شدیدی به آن نیست و قسمتی که به شدّت مورد نیاز هست، در این گونه عضوها حتّی اگر توهّم شود که نباشند کار بدن اختلال عظیمی خواهد داشت و اینگونه اعضای رئیسه بدن را (آراب) نامیده اند در حدیثی از پیامبر آمده است که «إذا سجد العبد سجد معه سبعه آراب» یعنی صورتش، دو کف دستش، دو زانویش و دو پایش نیز در حال سجده است. گفته اند: أرّب نصیبه- نصیب و بهره او را بزرگ کرد- و أرّب ماله- مالش را فزونی داد، و أربّت العقده- گره را محکم کرد- أرب- نصیبه- بدون تشدید حرف (ر) باندازه نیازش بهره اش را قرار داد.,أرب
(1) در قرآن کلمه (ارض) همان طوری که راغب رحمه اللّه گفته است بصورت جمع نیامده امّا در آیه (اللَّهُ الَّذِی خَلَقَ سَبْعَ سَماواتٍ وَ مِنَ الْأَرْضِ مِثْلَهُنَّ- 12/ طلاق) اشاره دارد که همانند زمین و کره خاکی ما با همین شرایط در جهان پهناور بسیار آفریده است، واژه مثلهنّ از (ارضون) معنایش وسیعتر، و مفهومش فراگیرتر است که در باره زمینهائی مانند زمین ما بکار رفته و این کلمه یعنی مثلهنّ یکی از معجزات قرآنی است که می فرماید حیات و زندگی تنها منحصر به همین زمین نیست. چون در آیه 70 سوره اسراء هم در باره شرافت و کرامت انسان فرموده انسان با تمام فضیلتش بر تمام موجودات برتری ندارد بلکه (و فضّلناهم علی کثیر ممّن خلقنا تفضیلا). واژه ارض در زبان انگلیسی هم با همین تلفّظ بکار می رود و اصولا صدها واژه مشترک از زبانهای فارسی و عربی در زبانهای لاتینی (انگلیسی آلمانی واژه زدائی برنیامده اند، امّا متأسّفانه در زمانهائی که ملّت و کشور عزیز ما در راه استثمار زدائی برداشته اند که جریان اصلی را منحرف سازند و نمونه این روش غیر انسانی و غیر ملّی را در سالهای اخیر بنام (پاک زبانی و پاک دینی) مشاهد کردیم که باید گفت خداوندا ملّت و کشور اسلامی ما را همواره از گزند بد اندیشان در امان بدار.,زمین یا جرم و جسمی که در مقابل آسمان قرار دارد جمع آن- أرضون- است و در قرآن بصورت جمع نیامده است. «1» پائین و زیر هر چیز را نیز به أرض تعبیر کرده اند، همانگونه که بالا و فوق هر چیز را هم (سماء) نامیده اند، شاعری در وصف اسبش گوید: و أحمر کالدّیباج أمّا سماؤها فریّا و أمّا أرضها فمحول (اسبی است سرخ و زیبا چون پارچه دیبای رنگین که پشتش از شدّت حرکت مرطوب و زیر و پاهایش خشک). و سخن خدای تعالی (اعْلَمُوا أَنَّ اللَّهَ یُحْیِ الْأَرْضَ بَعْدَ مَوْتِها- 17/ حدید). لفظ ارض عبارت از هر پدیده ای است که در زمین بعد از تباهی، و فرسایش، حیات مجدّد می یابد و بعد از وجود تکوینی و خلقت مجدّدا به سوی حیات و رشد عودت می کند، از این روی بعضی از مفسّرین گفته اند مقصود از (یُحْیِ الْأَرْضَ بَعْدَ مَوْتِها- 17/ حدید) نرم شدن دلها بعد از قساوت و سنگدلی است. و عبارت- أرض أریضه- یعنی زمینی که گیاهش نیکو است. - تأرّض النّبت- آن گیاه در زمین ریشه گرفت و زیاد شد،- تأرّض الجدی- آن بزغاله چرید و- أرضه الدّوده- یعنی موریانه هائی که در چوب قرار می گیرند و آنرا می پوشانند- و أرضت الخشبه- که همان (ما روضه) است: چوبها، موریانه زده است.,ارض
(1) اراک درختی است که برگها و شاخه هایش بسیار متراکم، میوه اش مانند انگور خوشه ای و چوبش چون نی تو خالی است و از نظر نرم بودن از چوبش مسواک می سازند، شتران به خوردن شاخه و میوه اراک مشتاق اند که گاهی از خوردن زیاد آن مریض می شوند. شعرا در وصف درخت اراک اشعاری سروده اند (اس- نف).,اریکه یا حجله روی تخت، جمعش (أرائک) است، نامیدن حجله و تخت به اریکه یا از این جهت است که ارائک در زمینی ساخته می شود که درخت (أراک) در آنجا می روید و از آن درخت ساخته می شود، و یا از این جهت که تخت و اریکه جای نشستن و اقامت است چنانکه گفته اند- أرک- بالمکان أروکا- و اصل أروک بمعنای اقامت و نشستن بر درخت اراک است. و سپس به اقامت در سایر مکانها نیز لفظ (اراک) «1» طلاق شده است.,اریک
n/a,نشانه ایست ساخته شده از سنگ که بر بلندی ها بنا می کنند جمع آن (آرام) و آن سنگ را هم (إرم) گویند. همینطور انسان بسیار خشمگین و چهره برافروخته را به سنگ داغ که می سوزند تشبیه کرده اند- یحّرق الارّم- (از خشم سنگهای داغ را نیز می سوزاند) و آیه (إِرَمَ ذاتِ الْعِمادِ- 7/ فجر) اشاره به ستونهای زرین و بلند و برافراشته است و جمله- ما بها أرم و أریم- احدی آنجا نیست و بیشتر به صورت منفی بکار می رود چنانکه می گوئی- ما بها دیّار- احدی در آنجا نیست که منظور ساکنین در آن خانه است.,ارم
(1) خداوند در باره علماء می فرماید: (إِنَّما یَخْشَی اللَّهَ مِنْ عِبادِهِ الْعُلَماءُ 28/ فاطر) یعنی آنهایند که مجذوب شکوه و عظمت آفریدگار می شوند و حالت خشیت یعنی جذب عظمت خدا شدن بآنها دست می دهد در این صورت پیامبر (ص) به طریق اولی مشمول آیه فوق است. به ویژه در حال نماز که در حدیث بالا به آن اشاره شده، پیامبر (ص) و اولیای خدا در نماز که نزدیکترین عمل، و وسیله تقرّب خداست مسلّما با چنان حالتی در معراج عبادت قرار می گیرند.,در این آیه قرآن (تَؤُزُّهُمْ أَزًّا- 83/ مریم) یعنی: (شیاطین) ایشان را به گناه و غرور می فریبند و آنچنان به گناهکاری وا می دارند که مانند دیگ جوشان به غلیان و شورش عمل می کنند. روایتی در باره حالت پیامبر (ص) به هنگام عیادت آمده است که «یصلّی و لجوفه أزیر کأزیر المرجل» (یعنی پیامبر (ص) در حالت نماز اندامش چون هیجان و جوشش آب مرتعش می شد و خشیت خدای، او را لرزان و مضطرب می ساخت). «1» عبارت- أزّه- از کلمه هزّه- که آنهم به معنای ارتعاش است بلیغتر است.,از
(1) خداوند در این آیه که آخرین آیه سوره فتح است پیشگوئی و خبر از آینده با عظمت و پیشرفت اسلام می دهد، آیه مربوطه چنین است (مُحَمَّدٌ رَسُولُ اللَّهِ وَ الَّذِینَ مَعَهُ أَشِدَّاءُ عَلَی الْکُفَّارِ رُحَماءُ بَیْنَهُمْ تَراهُمْ رُکَّعاً سُجَّداً، یَبْتَغُونَ فَضْلًا مِنَ اللَّهِ وَ رِضْواناً سِیماهُمْ فِی وُجُوهِهِمْ مِنْ أَثَرِ السُّجُودِ ذلِکَ مَثَلُهُمْ فِی التَّوْراهِ وَ مَثَلُهُمْ فِی الْإِنْجِیلِ کَزَرْعٍ أَخْرَجَ شَطْأَهُ فَآزَرَهُ فَاسْتَغْلَظَ فَاسْتَوی عَلی سُوقِهِ یُعْجِبُ الزُّرَّاعَ لِیَغِیظَ بِهِمُ الْکُفَّارَ وَعَدَ اللَّهُ الَّذِینَ آمَنُوا وَ عَمِلُوا الصَّالِحاتِ مِنْهُمْ مَغْفِرَهً وَ أَجْراً عَظِیماً- 29/ فتح). سخن از صفات و رفتار و مبارزات و شوق پرستش اللّه در یاران پیامبر (ص) است که فضیلتی و رضوانی از حقّ است، آنان زاهدان شب و شیران پیکارگر روز با کفّارند، چنانکه در تورات ذکر شده سیمایشان و چهره شان روشنگر ایمان است که آغازگری بودند در ایمان و عمل و همچو نهالی جوان، عدّه شان اندک امّا با پایداری و گذشت زمان پر برگ و بار شدند و نیرو یافتند، استوار ماندنشان در ایمان آنچنان عظمت یافت که مایه شگفت گردید و گفته اند (هر که بر شکوفائی نهال اسلام و پیشرفت آن خشمگین شد کافری بیش نیست امّا مژده و وعده حقّ این است که یاران وفادار و نیکو کار پیامبر (ص) مشمول آمرزش حق، و پاداش عظیم اند). خواجه عبد اللّه انصاری در ذیل این آیه پس از بر شمردن صفات نیک اصحاب پیامبر (ص) می نویسد «عن ابن عمر قال، قال رسول اللّه لعلّی: یا علیّ انت فی الجنّه و شیعتک فی الجّنه» (کشف الاسرار ج 9 ص 233). امّا بدیهی است ذرّه ذرّه اعمال یاران و مؤمنین چه در زمان حیات پیامبر و چه بعد از آن مورد حساب قرار می گیرد و این اصل کلّی است، و هیچ احدی در بست راهی رضوان خدای نخواهد شد چرا که (فَمَنْ یَعْمَلْ مِثْقالَ ذَرَّهٍ خَیْراً یَرَهُ، وَ مَنْ یَعْمَلْ مِثْقالَ ذَرَّهٍ شَرًّا یَرَهُ) و آیه عامّ است، بنابر این شرایط بودن در راه پیامبر همان است که در آیه فوق فرموده (أَشِدَّاءُ عَلَی الْکُفَّارِ، رُحَماءُ بَیْنَهُمْ) و اگر کسی در طول تاریخ اسلام از آغاز حیات پیامبر (ص) و تاکنون به جای (اشدّاء علی الکفّار) و به جای (رحماء بینهم) (مبغوضون یا بغضاء بینهم) باشند یا بوده اند از شمول این آیه خارج اند و نمی توانند یار حقیقی پیامبر (ص) و مؤمنین باشند چه رسد به کسانیکه نسبت به ذرّیه پیامبر (ص) بغض ورزیده باشند، و در تاریخ اسلام، بوده اند کسانی چون معاویه که دستور (سبّ علی) را بر منابر داده اند و نیم قرن هم عملی شد تا اینکه خلیفه عادل عمر بن عبد العزیز آنرا لغو و دستور داد بجایش آیه ای از قرآن (إِنَّ اللَّهَ یَأْمُرُ بِالْعَدْلِ وَ الْإِحْسانِ وَ إِیتاءِ ذِی الْقُرْبی وَ یَنْهی عَنِ الْفَحْشاءِ وَ الْمُنْکَرِ وَ الْبَغْیِ ...) خوانده شود. (2) در باره معرّب شدن (تارخ) از- آزر- که راغب اصفهانی بآن اشاره کرده است، جوالیقی و سایر معرب نویسان نیز معتقدند که کلمه (مورّخ) و تاریخ هم از کلمات (ماه روز) فارسی گرفته شده که البتّه در باره تاریخ اقوال دیگر هم ذکر کرده اند، کسانیکه مورّخ رای معرّب ماه روز می دانند: ازهری در تهذیب اللّغه و خوارزمی در مفاتیح العلوم و ص 89 المعرب من الکلام الاعجمی علی حروف المعجم از ابو منصور جوالیقی.,أزر اصلش از إزار: به معنی لباس است، إزار و إزاره و مئزر از همین واژه است. به جان وزن هم بطور کنایه (إزار) گفته اند، شاعر گوید: ألا بلّغ أبا حفص رسولا فدی لک من أخی ثقه ازاری (فرستاده ای به سوی ابا حفص گسیل کن و پیام فدویت از برادری راستگو و مورد اعتماد را به او برسان). وجه تسمیه زن به (إزار) یعنی لباس، از این آیه مبارکه قرآن که می فرماید (هُنَّ لِباسٌ لَکُمْ وَ أَنْتُمْ لِباسٌ لَهُنَّ- 187/ بقره) گرفته شده است، و آیه (اشْدُدْ بِهِ (أَزْرِی)- 31/ طه) یعنی تا بوسیله او تقویت شوم، الأزر- یعنی نیروی شدید و زیاد و- آزره- او را یاری و تقویت کرد، که اصلش از- شدّ الازار- بستن دامن و محکم کردن دامن گرفته شده. خدای فرماید: (کَزَرْعٍ أَخْرَجَ شَطْأَهُ (فَآزَرَهُ) «1»- 29/ فتح) یعنی آنها همانند زراعتی هستند که با جوانه زدن پر بار می شوند و سپس با آن برگ و بار فراوان، زراعت را تقویت می کنند. آزرته فتأزر: او را یاری کردم و تقویت شد، و- هو حسن الازره: یار نیکوئی است و- أزرت البناء و آزرته: پایه های بنا را محکم کردم و- تأزّر- النبات- آن گیاه بلند و قوی شد، و- ازرته و آزرته- وزیرش شدم، که اصلش با (واو) است و- فرس آزر- اسبی که سپیدی پاهایش تا زیر شکمش ادامه دارد. و آیه (إِذْ قالَ إِبْراهِیمُ لِأَبِیهِ (آزَرَ)- 74/ انعام) گفته اسم پدرش (تارخ) است و به صورت (آزر) معرّب شده «2» و باز گفته اند معنای آزر در زبانشان به معنی (گمراه) بوده است.,ازر
n/a,در آیه (أَزِفَتِ الْآزِفَهُ- 57/ نجم) یعنی قیامت نزدیک شد. واژه های- ازف- و- افد- در معنی به هم نزدیکند، امّا ازف به کمی وقت و تنگی زمان تعبیر شده است، و- ازف الشّخوص و الازف به معنی تنگی وقت است برای اینکه گفته شده زمان قیامت نزدیک است، و لذا به (ساعه) تعبیر شده است. خدای فرموده (أَتی أَمْرُ اللَّهِ- 1/ نحل) از این جهت به لفظ ماضی (أتی) بیان شده است که نزدیکی زمانش را می رساند و زمان ماضی به زمان حال پیوسته است و در این باره آیه (وَ أَنْذِرْهُمْ یَوْمَ الْآزِفَهِ- 18/ فاغر) بهمان معنی آمده است.,ازف
